tweet,label
band za make her danc stamp a make her t werk but if mitt romney becom presid you hoe gone have to work,1
if the empti suit call romney had gut he would decri voter suppress rail against koch bro employe coercion,-1
susan orlean i can it imagin how ani woman could possibl vote for romney unless she were a celib billionair,-1
romney wa a sore loser didn it even shake obama hand not the leader for me,-1
did romney get hi binder of woman from heidi fleiss cnn brk,-1
kri in the middl no idea romney in my opinion i swing it,1
rubio say he s comfort with romney end obama is defer action will end becaus romney will replac it with other reform,1
messina truli believ that our presid should start out with one question which romney ami debat with,-1
romney sue wisconsin to extend absente ballot deadlin romney is campaign su wisconsin for allegedli de,0
and then tell me that i need to vote for romney she cray,0
obama care get my vote romney and ryan is altern nearli kill me,-1
mitt romney style gangnam style parodi,0
romney talk about the economi like it is a child is book he start author,-1
pressur on obama for next debat barack obama and mitt romney prepar intens for tuesday is debat with the,0
wow obama campaign biden is right cathol bishop are wrong cn news no obama vote for mitt romney paul ryan,1
tft trt jim acosta cnn romney offici tell cnn they give obama the edg tonight but note gop nomine ha held over townhal event,0
romney confirm the stereotyp while flounder to explain how he want to help woman,-1
romney is a true dumbass sorri not sorri,-1
romney and the republican parti are insan whi do i feel like they are throw u back to victorian time my god,-1
arianna everyth about sociopath romney is flim flam he is a con artist,-1
i am serious absolut terrifi of romney win the elect,-1
the caucu watch the full video between barack obama and mitt romney for those who miss it,0
levon jaw c black tx well you will have four more year of the same with romney,-1
vice presid joe biden on inaccuraci in romney ryan foreign polici via obama news,-1
it is about time the romney campaign ha final releas the detail of their tax plan what doe everyon think,0
all but two of my face book friend who like romney are from my high school perfect exampl of whi i wa so happi to leav that hell,0
romney will make great presid former presid georg w bush reaffirm hi support of mitt romney,1
how can romney keep or creat job here in the u when he is profit right now from outsourc to china sensat a,-1
romney is like a broken record,-1
is romney realli a job creator ronald reagan is budget director david stockman,-1
tri to get the detail for romney is tax plan here,0
old bruce campbel kinda look like mitt romney,0
romney kept talk,-1
i just wanna say even if romney win i will still be attend colleg lol,0
barack obama got to say romney lost some credibl,-1
what i learn tonight romney ha binder of woman lorrain is a difficult name to announc jeremi need a job one guy fell asleep,-1
say a prayer for peac hey redneck you want more war from him will give u lot of warrior dead and wound,0
opinion obama check romney is fact van jone say presid obama should tell voter the fact about social secu,0
follow like when romney interrupt him and he wa like it is okay i am use to gettin interrupt romney ha no manner,-1
romney don it promot yourself on my twitter id on it like you k thank,-1
romney pleas on it pull the religion card,-1
huff post pol rt romney rake in stagger amount of money from lobbyist jam medium,-1
id on it understand how anyon could vote for mitt romney,-1
screen gazer ri know romney and hi ideal now you watch and learn how truth work romney ryan,0
romney who honey year old alana honey booboo thompson can it actual plz rt,-1
ryan fake help at a soup kitchen appropri given the fake help the romney ryan campaign want to give the poor and middl class,-1
mitt romney don it pay no tax,0
mitt romney campaign million from lobbyist in last,-1
zander romney and paul need your help to fight barack win thi novemb,1
if romney win,0
sophia bush thi is nit so bad for romney he can easili win thi without singl mom immigr the middl class or all woman hahah,1
romney is not a liar bill bennett doe not believ hi own ear,-1
jedediah bila come on don it go obama on me and blame other ie candi romney need to pounc on thi libya issu regardless of candi,0
whi doe the medium avoid show romney is crowd just like ron paul is crowd now lol t cot,0
romney put person stamp on stump speech see,0
obama serv is a presid get shit done wassup romney,-1
rubio predict romney will win fl bloomberg view view gab,1
a littl piec of me dy everi time face book tell me that anoth one of my friend or rel like mitt romney,-1
mitt romney need to get some new femal surrog via mother jone cv elect,0
it turn out that the romney ryan team is here in milwauke today believ in america,0
dtl al mitt romney is tax dodg via rollingston,-1
mitt romney wear speedo,0
mitt romney is new job math just doe nit add up see whi,-1
jk stinki liciou whoopi goldberg romney wa fight for hi right to lie,-1
romney also in articl when you have state i am not concern with the realli poor,0
if i were mitt romney i would be a lie mormon sack of rich white shit,0
romney is mormon hi view on god is not the same a your promis,0
men humor obama probabl call romney and said id on it see how you can hate outsid the whitehous you can it even get in haha leggo,0
you care about the deficit then you are vote for romney right stuff that ilikeohadszepsenwolstil just me,1
mitt romney is one of the greatest and most irrespons debt creator of all time must read,0
i hate romney,-1
benjamin disra type of lie lie damn lie and statist romney ryan redefin the,-1
mitt romney just stfu can you do that,-1
misread candid is aim and insult troop romney is foreign polici strike chord of,-1
